X,Y,OBJECTID,PARK_CAT,TMK,PARK_TYPE,PARK_NAME,MAIN_DIST,LINK_ID,LEGAL_ACRES,FIRST_BASEBALL,FIRST_SOFTBALL,FIRST_FOOTBALL,FIRST_SOCCER,FIRST_RUGBY,FIRST_BASKETBALL,FIRST_TENNIS,FIRST_VOLLEYBALL,FIRST_TETHERBALL,FIRST_GOLF,FIRST_COMM_GARDEN,FIRST_HIKING,FIRST_JOGGING,FIRST_EXERCIZE_FIELDS,FIRST_SKATING,FIRST_SKATEBOARDING,FIRST_OUTRIGGER_CANOE,FIRST_PICNICING,FIRST_CAMPING_TENT,FIRST_CAMPING_TRAILER,FIRST_CHILD_PLAYGROUND,FIRST_SWIMMING,FIRST_GYMNASTICS,FIRST_INDOOR_REC,FIRST_ART_WORK,FIRST_BLEACHER,FIRST_BUS_STOP,FIRST_COMM_GARDEN_PLOTS,FIRST_CONCESSION,FIRST_DRINKING_WATER,FIRST_EXERCISE_AREA,FIRST_HANDICAP_ACCESS,FIRST_HANDICAP_PARKING_STALLS,FIRST_HISTORIC_SITE,FIRST_LANDSCAPE,FIRST_LIFEGUARD_TOWERS,FIRST_LIGHTS,FIRST_PARKING_STALLS,FIRST_PAY_PHONE,FIRST_PICNIC_TABLES,FIRST_RESTROOM,FIRST_SHADE_TREE,FIRST_SHOWER,LANDWATCONSFUND,STAFFED,PHONE,TOTAL_ACRE,TOTAL_SQFT,TOTAL_ROOMS,MAINT_DIST,NEIGHBORHOOD,COUNCIL,FIRST_CITY,FIRST_NAME,FIRST_ZIP,FIRST_POOL_MANAGER,FIRST_POOL_PHONE,FIRST_POOL_ADDRESS
-158.049209157728512,21.666381432311464,77,1,59020,14,Ke Nui Road E,4,218,0.05,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.05,2178,,4,27,2,Haleiwa   ,Ke Nui Road                  ,96712   ,,,
-158.053092503330703,21.662784308555931,78,1,59020,14,Ke Nui Road G,4,220,0.03,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.03,1307,,4,27,2,Haleiwa   ,Ke Nui Road                  ,96712   ,,,
-158.054750190528495,21.660132105070847,79,4,59005015,7,Banzai Rock Beach Support Park (undevel),4,382,2.30999994,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,2.31,100624,,4,27,2,Haleiwa   ,66-134 Kamehameha Highway    ,96712   ,,,
-158.056683482675624,21.659666025108553,80,1,59003000,14,Ke Waena Road,4,212,0.06,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.06,2614,,4,27,2,Haleiwa   ,Ke Waena Road                ,96712   ,,,
-158.059546630849866,21.655863166058218,81,1,59003,14,Ke Iki Road C,4,215,0.08,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.08,3485,,4,27,2,Haleiwa   ,Ke Iki Road                  ,96712   ,,,
-158.060574291242062,21.654447345707077,82,1,59003,14,Ke Iki Road B,4,214,0.16,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.16,6970,,4,27,2,Haleiwa   ,Ke Iki Road                  ,96712   ,,,
-158.061182248023499,21.65281619883261,83,1,59003,14,Ke Iki Road A,4,213,0.1,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.1,4356,,4,27,2,Haleiwa   ,Ke Iki Road                  ,96712   ,,,
-158.115882850215286,21.586406637867398,84,1,66007007,7,Kaiaka Bay Beach Park,4,375,52.83000183,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,T,F,T,T,T,,,None    ,52.83,2301275,,4,,,Haleiwa   ,66-449 Haleiwa Road          ,96712   ,,,
-157.859237407527814,21.35374034228991,85,1,14017027,16,Kupehau Slopes,2,104,6.86000013,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None     ,6.86,298822,,2,16,6,Honolulu ,2759 Piliwai Str,96819    ,,,
-158.02285656881773,21.463564033526932,86,1,95012031,2,Melemanu Neighborhood Park,3,266,4.03999996,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,,,None    ,4.04,175982,,3,25,2,Mililani  ,95-040 Waikalani Drive       ,96789   ,,,
-157.999923435624623,21.460945695883726,87,1,95001068,2,Kaomaaiku Neighborhood Park,3,366,12.38000011,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,12.38,539273,,3,25,9,Mililani  ,95-1000 Makaunulau Street    ,96789   ,,,
-158.213026817381746,21.46068801933923,88,1,84001008,12,Mauna Lahilahi Cultural Garden,3,362,14.30000019,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,,,None    ,14.3,622908,,3,,,Waianae   ,84-105-A Lahilahi Place      ,96792   ,,,
-157.832263917850895,21.459402363018629,89,1,47010017,2,Laenani Neighborhood Park,4,98,1.37,F,F,F,F,F,T,F,T,T,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,T,F,F,T,T,T,,,None    ,1.37,59677,,4,29,2,Kaneohe   ,47-053 Laenani Drive         ,96744   ,,,
-157.859455064359651,21.310994013066168,90,1,21010025,1,Fort Street Mall Mini Park,2,53,0.16,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,,,None    ,0.16,6970,,2,13,6,Honolulu  ,1199 Fort Street             ,96813   ,,,
-157.861578418318601,21.310828977236419,91,1,21003015,5,Dr. Sun Yat-Sen Memorial Park,2,369,0.40000001,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,T,F,,,None,0.4,17424,,2,13,6,Honolulu ,1120 Bethel Stre,96813    ,,,
-157.856824718183759,21.310262565972099,92,1,21018004,5,Queen Emma Square,2,2,0.56,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,F,T,F,F,T,F,,,None    ,0.56,24394,,2,13,6,Honolulu  ,1275 Queen Emma Street       ,96813   ,,,
-158.186811518112336,21.436961076075796,93,1,86001007,7,Lualualei Beach Park,3,22,17.75,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,T,T,T,T,,,None     ,17.75,773190,,3,,,Waianae  ,86-221 Farringto,96792    ,,,
-157.803021910602268,21.289078500630406,94,1,33044023,1,Pukele Avenue Mini Park,1,64,0.60000002,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,,,None    ,0.6,26136,,1,6,5,Honolulu  ,1415 Pukele Avenue           ,96816   ,,,
-157.837597140741423,21.288590276534315,95,1,23034033,5,Ala Wai Promenade,2,50,4.42999983,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,T,F,,,None     ,4.43,192971,,2,,,Honolulu ,1828 Kalakaua Av,96815    ,,,
-157.830559232807275,21.287790274536295,96,1,27036005,3,Ala Wai Community Park,1,49,13.97999954,T,T,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,T,F,F,T,F,F,T,F,T,F,F,F,T,T,T,T,T,T,F,F,T,F,T,T,T,T,,,973-7266 ,13.98,608969,,1,8,5,Honolulu,Kapiolani,96826,,,
-157.823830227695282,21.288016945927279,97,1,27015018,1,Date Street Mini Park,1,304,0.34,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,T,F,,,None    ,0.34,14810,,1,8,5,Honolulu  ,2458 Date Street             ,96826   ,,,
-157.720576910754744,21.284384644792645,98,1,38003032,7,Kuliouou Beach Park,1,69,3.23000002,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,T,T,,,None    ,3.23,140699,,1,,4,Honolulu  ,96 Bay Street                ,96821   ,,,
-157.741295215593823,21.284310169609942,99,1,37003010,2,Niu Valley Neighborhood Park,1,274,2.05999994,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,,,None    ,2.06,89734,,1,2,4,Honolulu  ,5510 Kanau Street            ,96821   ,,,
-157.825193598847221,21.283645788961035,100,1,27036001,2,Ala Wai Neighborhood Park,1,51,15.69999981,F,T,F,F,F,T,F,T,F,F,T,F,T,F,F,F,T,T,F,F,T,F,F,F,F,T,F,T,F,T,F,F,T,F,F,F,F,T,F,F,T,T,F,,,949-6000,15.7,683892,,1,8,5,Honolulu ,500 University A,96826    ,,,
-157.766619413152398,21.283169203083414,101,1,35065005,16,Laukahi Slopes,1,234,3.33999991,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,3.34,145490,,1,2,4,Honolulu  ,1707 Laukahi Street          ,96821   ,,,
-157.881901553776459,21.576879043300643,102,1,53002031,7,Punaluu Beach Park,4,42,2.83999991,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,T,,,None     ,2.84,123710,,4,,2,Hauula   ,53-309 Kamehameh,96717    ,,,
-158.104061492502836,21.296553229716107,103,1,91026027,7,Barbers Point Beach Park,3,154,7.38999987,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,T,T,T,F,,,None     ,7.39,321908,,3,,,Ewa      ,91-021 Olai Stre,96707    ,,,
-157.861444937511408,21.326163591992934,104,1,17042002,4,Lanakila District Park,2,45,5.53999996,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,T,T,F,F,F,F,F,F,F,F,T,F,T,F,T,T,T,F,T,T,F,,,832-7820,5.54,241322,,2,14,,Honolulu  ,1701 Lanakila Avenue         ,96817   ,,,
-157.683914275013791,21.326306292966066,105,1,41003016,7,Kaiona Beach Park,4,44,4.32999992,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T,F,T,F,F,,,None    ,4.33,188615,,4,,,Waimanalo ,41-575 Kalanianaole Highway  ,96795   ,,,
-157.867062299751666,21.323702185434136,106,1,16001031,1,Kanoa Street Mini Park,2,255,0.38,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,,,None    ,0.38,16553,,2,15,7,Honolulu  ,856 Kanoa Street             ,96817   ,,,
-157.65866696881406,21.30963353856577,107,1,41014005,7,Makapuu Beach Park,4,41,46.88000107,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,T,T,F,T,T,T,T,F,T,,,None,46.88,2042093,,4,,,Waimanalo,41-095 Kalaniana,96795    ,,,
-157.793736582257679,21.40636861333611,108,1,45029026,3,Kaneohe Community and Senior Center,4,103,2,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,T,T,F,F,F,F,T,F,F,T,F,F,,Y,233-7317,2,87120,,4,30,,Kaneohe   ,45-613 Puohala Street        ,96744   ,,,
-157.802920025823624,21.414799212374049,109,1,45021001,3,Kaneohe Community Park,4,47,5.51000023,F,F,F,F,F,T,F,T,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,T,F,T,F,T,F,F,F,T,F,F,T,F,T,T,T,F,T,T,F,,Y,233-7330,5.51,240016,,4,30,3,Kaneohe   ,45-529 Keaahala Road         ,96744   ,,,
-157.768787496983776,21.414061040192077,110,1,44016020,14,Kaneohe Bay Drive A,4,137,0.02,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.02,871,,4,30,3,Kaneohe   ,Kaneohe Bay Drive            ,96744   ,,,
-157.786258630897095,21.412821449229892,111,1,45006001,7,Kaneohe Beach Park,4,87,1.04999995,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,T,F,F,,,None    ,1.05,45738,,4,,,Kaneohe   ,45-015 Waikalua Road         ,96744   ,,,
-157.790280439493586,21.409890728869112,112,1,45030038,2,Puohala Neighborhood Park,4,174,3.93000007,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T,F,,Y,None    ,3.93,171191,,4,30,3,Kaneohe   ,45-233 Kulauli Street        ,96744   ,,,
-157.803620522571322,21.407319024300065,113,1,45078014,2,Kapunahala Neighborhood Park,4,171,3.86999989,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,T,F,,Y,233-7316,3.87,168577,,4,30,3,Kaneohe   ,45-800 Anoi Road             ,96744   ,,,
-157.755304184570321,21.404460923558524,114,1,42016001,2,Kawai Nui Neighborhood Park,4,200,4.84000015,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,,,None,4.84,21083,,4,31,3,Kailua    ,750 Kaha Street              ,96734   ,,,
-157.683297144364417,21.280481138975681,115,1,39012001,6,Koko Head Regional Park,1,32,951.35998535,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,None    ,951.36,41441242,,1,,,Honolulu ,400 Kealahou Street          ,96825   ,,,
-158.023561284933521,21.443241046521795,116,1,94108049,2,Kamaio Neighborhood Park,3,319,4.01000023,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,4.01,174676,,3,25,9,Mililani  ,94-250 Kamaio Street         ,96789   ,,,
-158.018489914891688,21.440306737365596,117,1,94005041,4,Mililani District Park,3,284,21.22999954,T,F,T,T,F,F,T,F,F,F,F,F,F,T,F,F,F,T,F,F,T,F,T,T,F,T,F,F,F,F,T,T,T,F,F,F,T,T,T,F,T,F,F,,Y,623-5258,21.23,924779,,3,25,9,Mililani  ,94-1150 Lanikuhana Avenue    ,96789   ,,,
-158.021903934616631,21.306179294689453,118,1,91030017,14,Pupu Place,3,205,0.005,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0,0,,3,,,Ewa Beach ,Makai end of Pupu Place      ,96706   ,,,
-158.013077555187834,21.383122761766575,119,1,94010029,6,Waipahu Cultural Garden Park,3,241,48.88000107,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,T,F,F,T,F,T,F,F,T,F,T,T,T,F,,,677-0110 ,48.88,2129213,,3,22,9,Waipahu  ,94-695 Waipahu S,96797    ,,,
-157.859831021228558,21.318985315582349,120,1,17023040,3,Kauluwela Community Park,2,25,2.44000006,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,T,F,,,522-7042,2.44,106286,,2,15,6,Honolulu  ,402 Kauluwela Place          ,96817   ,,,
-157.858775182222104,21.317575462006271,121,1,17023033,11,Kauluwela Mall,2,237,0.40000001,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,T,F,,,None    ,0.4,17424,,2,15,6,Honolulu  ,198 North Vineyard Boulevard ,96813   ,,,
-157.861997048798628,21.316992788510383,122,1,17026008,3,Beretania Community Park,2,199,5.36000013,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,T,F,T,T,T,F,T,T,F,,Y,522-7022,5.36,233482,,2,15,7,Honolulu  ,1290 Aala Street             ,96817   ,,,
-157.860991492351587,21.315312794069779,123,1,17026,11,College Walk Mall,2,365,1.58000004,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,T,T,F,,,None    ,1.58,68825,,2,15,7,Honolulu  ,from Beretania to Vineyard Bl,96817   ,,,
-158.229901623973944,21.486832419626271,124,1,83001001,7,Keaau Beach Park,3,88,38.04999924,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,T,T,T,,,None    ,38.05,1657458,,3,,,Waianae   ,83-431 Farrington Highway    ,96792   ,,,
-157.860678050562285,21.315035381364453,125,1,17026,11,River Street/Sun Yet Sen Mall,2,364,1.20000005,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,T,F,,,None    ,1.2,52272,,2,13,,Honolulu  ,College Walk to River Street ,96817   ,,,
-157.861436232819784,21.315669447470757,126,1,17026017,11,Kila Kalikimaka Mall,2,265,0.16,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,,,None    ,0.16,6970,,2,15,7,Honolulu  ,1260 College Walk            ,96817   ,,,
-157.991791756165895,21.314410167825304,127,1,91005004,7,Ewa Beach Park,3,93,4.88000011,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,T,T,F,,,None    ,4.88,212573,,3,23,1,Ewa Beach ,91-027 Fort Weaver Road      ,96706   ,,,
-157.863197211713555,21.314712296290221,128,1,17027002,5,Aala Park,2,3,6.69000006,F,F,F,F,F,T,F,F,F,F,F,F,T,F,T,T,F,T,F,F,T,F,F,F,F,F,T,F,F,T,F,F,F,F,T,F,F,F,T,T,T,T,F,,,266-7611,6.69,291416,,2,15,7,Honolulu ,280 North King S,96817    ,,,
-157.995464140240756,21.313963987729259,129,1,91023,14,Ewa Beach Road J,3,349,0.03,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.03,1307,,3,23,1,Ewa Beach ,next to TMK 9-1-023:056 & 076,96706   ,,,
-157.854649322336485,21.312945827490474,130,1,21005001,2,Kamamalu Neighborhood Park,2,140,5.26999998,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,T,F,F,T,T,F,,,537-1596,5.27,229561,,2,13,6,Honolulu  ,1440 Queen Emma Street       ,96813   ,,,
-157.768951359638891,21.27696210403796,131,1,35021001,2,Waialae Iki Neighborhood Park,1,145,9.85000038,F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,T,F,,,None    ,9.85,429066,,1,2,4,Honolulu  ,4838 Kalanianaole Highway    ,96821   ,,,
-157.824602129972419,21.277425066360227,132,1,26023081,5,Princess Kaiulani Triangle,1,221,0.12,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,,,None    ,0.12,5227,,1,9,4,Honolulu  ,Kaiulani & Kuhio Avenues     ,96815   ,,,
-157.791515890407823,21.275789197877362,133,1,32045002,3,Petrie Community Park,1,73,4.82000017,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,,Y,733-7373,4.82,209959,,1,4,4,Honolulu,1039 20th Avenue,96816,,,
-157.760186494865167,21.276240594358516,134,1,35022023,7,Wailupe Beach Park,1,139,1.19000006,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,T,T,F,T,T,T,,,None    ,1.19,51836,,1,,4,Honolulu  ,5045 Kalanianaole Highway    ,96821   ,,,
-157.822498206053496,21.275821294869345,135,1,26024002,1,Kuhio Mini Park #2,1,201,0.12,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,,,None    ,0.12,5227,,1,9,4,Honolulu  ,2476 Kuhio Avenue            ,96815   ,,,
-157.705312003018406,21.273466426493567,136,1,39022037,2,Koko Head Neighborhood Park,1,131,6.78000021,F,F,T,F,F,T,F,T,T,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,T,F,T,T,F,,,None    ,6.78,295337,,1,1,4,Honolulu  ,435 Poipu Drive              ,96825   ,,,
-157.824886693038337,21.27473847466738,137,1,26001015,7,Kuhio Beach Park,1,56,3.4000001,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,T,T,F,F,F,F,F,T,F,F,T,T,T,T,T,,,None     ,3.4,148104,,1,,,Honolulu ,2453 Kalakaua Av,96815    ,,,
-157.784352560588133,21.272164397354238,138,1,35011028,3,Kahala Community Park,1,144,8.81000042,T,F,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,T,F,F,F,T,T,F,T,T,F,,Y,733-7371,8.81,383764,,1,3,4,Honolulu  ,4495 Pahoa Avenue            ,96816   ,,,
-157.838262292423963,21.301386016069756,139,1,24010015,2,Cartwright Neighborhood Park,2,8,2.36999989,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,T,T,F,T,T,F,F,T,T,F,,,None    ,2.37,103237,,2,10,5,Honolulu  ,1313 Makiki Street           ,96814   ,,,
-157.856055150665952,21.3004075842424,140,1,21049027,1,Kawaiahao Mini Park,2,386,0.2,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,,,None    ,0.2,8712,,2,11,6,Honolulu  ,739 Kawaiahao Street         ,96813   ,,,
-158.143556345776432,21.378322687860358,141,1,89001002,7,Nanakuli Beach Park,3,21,39.63000107,F,T,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,T,T,T,F,F,T,F,F,F,F,F,F,F,F,T,F,F,T,F,T,F,T,T,T,T,,Y,668-1137 ,39.63,1726283,,3,,,Waianae  ,89-269 Farringto,96792    ,,,
-158.164790570565771,21.457852088241037,142,1,85032039,2,Kaupuni Neighborhood Park,3,330,7.51000023,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,,,None    ,7.51,327136,,3,24,1,Waianae   ,85-1280 Kaneaki Street       ,96792   ,,,
-157.842075973408839,21.456999675039569,143,1,47011011,6,Kahaluu Regional Park,4,301,34.61000061,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,,Y,None     ,34.61,1507612,,4,,,Kaneohe  ,47-180-A Waihee ,96744    ,,,
-157.844088313515385,21.457146721697981,144,1,,3,Kahaluu Community Park,4,120,5.63000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,5.63,,,,,,Kaneohe,47-260 Waihee Rd,96744,,,
-157.919148110234204,21.645039376913765,145,1,55002073,14,Kamehameha Highway,4,153,0.04,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.04,1742,,4,,,Laie      ,Kamehameha Highway           ,96762   ,,,
-158.003559193954175,21.456737464355385,146,1,95033093,3,Makaunulau Community Park,3,352,16.09000015,F,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,T,F,T,T,T,F,,,None     ,16.09,700880,,3,25,9,Mililani ,95-800 Makaunula,96789    ,,,
-158.01163201966213,21.455759295989427,147,1,95001050,2,Mililani Waena Neighborhood Park,3,203,7,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,T,T,F,,,None    ,7,304920,,3,25,9,Mililani  ,95-590 Naholoholo Street     ,96789   ,,,
-157.994886943645383,21.409557064756964,148,1,94103001,3,Crestview Community Park,3,262,8.14000034,F,T,F,T,F,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,T,T,F,T,F,F,F,F,T,F,F,T,F,F,,Y,671-4838 ,8.14,354578,,3,22,8,Waipahu  ,94-1220 Lumikula,96797    ,,,
