objectid,site_label,site_name,url,legislation,har_link,statute_link,mma_type,mma_designation,location,permitted,prohibited,exceptions_and_permits,penalty,additional_information,st_areashape,st_perimetershape
28,"Hilo Harbor, Wailoa River and Wailuku River","Hilo Harbor, Wailoa River & Wailuku River",http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#hilo-harbor-wailoa-river-and-wailuku-river,"HAR 13-47, HRS 188-34",http://dlnr.hawaii.gov/dar/files/2014/05/ch47.pdf,http://www.capitol.hawaii.gov/hrscurrent/Vol03_Ch0121-0200D/HRS0188/HRS_0188-0034.htm,FMA,Fisheries Management Area,"“Hilo Harbor” refers to that portion of the bay in Hilo bounded seaward by the breakwater, and a line from the tip of the breakwater southwestward to ‘Āle‘ale‘a Point. “Wailoa River” is that part of Wailoa River bounded by a line drawn across the mouth of the river and the footbridge at the mouth of Waiākea Pond, and includes Waiolama Canal upstream to the highest wash of the tidal water. “Wailuku River” is that part of Wailuku River between the Māmalahoa Highway bridge and Wainaku Avenue bridge.","Use of thrownets, ‘ōpae nets not exceeding three feet in any dimension, and nehu nets not longer than fifty feet to take nehu for family consumption or bait purposes. Taking of crabs with baited lines, provided that a dip net may be used to land crabs lured to the bait, or with not more than five crab nets not exceeding two feet in longest straight line dimension and stretched mesh of not less than two inches, provided such nets are attended to at all times. Commercial Marine licensees with a bait license may take baitfishes. Licensed pond owners or operators may take young mullet (pua) or other small fish for stocking their fishpond, except in Wailoa River.","Use of nets, except as indicated in permitted activities above. To catch or possess more than 20 fish of all species of mullet, moi and ulua (including pāpio and ‘ōmilu), provided such bag limit shall not include more than 15 moi. Mullet and moi may not be taken during their closed seasons. To fish with more than two poles with one line each, or two handlines, or with more than two hooks or lures per line. To use traps. To take or possess more than three Samoan crabs per day, or any Samoan crab less than six inches in width, and kuahonu (white) crabs measuring less than four inches in width across the back, or any crab with external eggs or with missing or mutilated abdomen or tail, or with a puncture wound; also, to spear crabs. To snag any fish. To use or possess a thrownet or spear in Wailoa River.",N/A,"A person violating the provisions of this chapter shall be punished as provided by sections 187A-12.5, 188-70, Hawaii Revised Statutes and as may be otherwise provided by law.",,6172671.42494549,18546.9262235031
33,Kaunakakai Harbor Fisheries Management Area: Area 1B,Kaunakakai Harbor FMA: Area 1B,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-in-maui-county/#kaunakakai-harbor-molokai,HAR 13-56,http://dlnr.hawaii.gov/dar/files/2014/05/ch56.pdf,N/A,FMA,Fisheries Management Area,"Kaunakakai Harbor is located on the southern coast of the island of Molokai. As shown in the map, portions of the commercial harbor designated “Area 1A” and “Area 1B” are separated by a line extending from the Channel Range Lights, and portions of the small craft harbor are designated “Area 2”.","Within Area 1A, fishing with thrownet or pole and line; taking baitfish in season, with a bait license; and fishing with nets a) with a permit from the Board of Land and Natural Resources, b) with clearance from the Department of Transportation, and c) except at night when nets may not be set, nor remain in the water unless to complete unloading fish. Within Area 1B, fishing with thrownet or pole and line. Within Area 2, fishing with pole and line; using hand nets no longer than 3 feet in any dimension to take shrimp or land fish already hooked.","Within Area 1A, using nets except as described above; obstructing passage of vessels. Within Area 1B, using any type of net except thrownet. Within Area 2, using any type of net, except hand nets as described above.","The department may issue permits to engage in activities otherwise prohibited by law or section 13-56- 2 for scientific, propagation, or other purposes as provided by law. The board may revoke any permit for any infraction of the terms and conditions of the permit; and a person whose permit is revoked shall not be eligible to apply for another permit until the expiration of one year from the date of revocation as provided by law.","Any person violating the provisions of this chapter, or the terms and conditions of any permit issued as provided by this chapter, shall be punished as provided by section 188-70, Hawaii Revised Statutes.","Harbor use priority: Nothing in this chapter shall be interpreted as allowing, within any portion of Kaunakakai Harbor activities which may be otherwise prohibited by law or by rules of the department of transportation.",52576.2629652647,1689.06758958458
23,Kīholo Bay Fisheries Management Area,Kiholo Bay FMA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#kiholo-bay,HAR 13-60,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.pdf,N/A,FMA,Fisheries Management Area,"The Kīholo Bay Fisheries Management Area includes that part of Kīholo Bay enclosed by a straight line drawn from Nāwaikūlua Point to Hou Point as shown, including the lagoon known as Wainānāli‘i Pond, but not Luahinewai Pond.","Aquarium fish permittees may use small-meshed nets other than thrownets, provided the person is within visual range of the net at all times.",To possess gill nets within the Fisheries Management Area. To engage or attempt to engage in fish feeding.,"The department may issue permits to engage in activities within the Kiholo Bay Fisheries Management Area that may be prohibited by law or section 13-60-3, under such terms and conditions as the department may require. The board may revoke any permit for any infraction of the terms and conditions of the permit, and a person whose permit is revoked shall not be eligible to apply for another permit until the expiration of one year from the date of revocation. Any person issued an aquarium fish permit pursuant to section 188-31, HRS, or rule therein, may use small-meshed nets other than thrownets within the Kiholo Bay Fisheries Management Area; provided that the person is within visual range of the net at all times.","Any person violating the provisions of this chapter, or the terms and conditions of any permit issued as provided by this chapter, shall be punished as provided by section 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",,2651470.59905464,9065.71473700979
26,Puakō Bay and Puakō Reef Fisheries Management Area,Puako Bay and Puako Reef FMA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#puako-bay-and-puako-reef,HAR 13-54,http://dlnr.hawaii.gov/dar/files/2014/05/ch54.pdf,N/A,FMA,Fisheries Management Area,"The Puakō Bay and Puakō Reef Fisheries Management Area includes that portion of the reef from the shoreline at the westernmost edge of the boat ramp, along a line drawn parallel with the ramp seaward to the edge of the fringing reef north of Puakō Point, then southwesterly following the fringing reef a minimum seaward distance of 250 yards or to the edge of the fringing reef if one occurs beyond 250 yards, to a line due west of the small cove at the southern end of Puakō Beach Road.","To possess aboard any boat or watercraft transiting through the area any legal fishing gear and any fish or other aquatic organism taken outside of the area. With a permit to engage in activities otherwise prohibited by law for scientific, propagation or other purposes.","To possess or use any type of net, including lay nets, except thrownet. To engage or attempt to engage in fish feeding.","The department may issue permits to engage in activities otherwise prohibited by law or section 13-54-2 for scientific, propagation, or other purposes as provided by law, provided, however: (1) The board may revoke any permit for any infraction of the terms and conditions of the permit; and (2) A person whose permit is revoked shall not be eligible to apply for another permit until the expiration of a specified period from the date of revocation as provided by law.","Any person violating the provisions of this chapter, or the terms and conditions of any permit issued as provided by this chapter, shall be punished as provided by section 188- 70, Hawaii Revised Statutes.",,1283652.4537872,15422.5010331758
25,Kahekili Herbivore Fisheries Management Area,Kahekili Herbivore FMA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-in-maui-county/#kahekili-maui,HAR 13-60.7,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.7.pdf,N/A,FMA,Fisheries Management Area,"Kahekili Herbivore Fisheries Management Area is located off north Kā’anapali. The northern boundary is a straight line extending 1292 yards west from Honokōwai Beach Park, the southern boundary is a straight line extending 335 yards west from Hanaka’ō’ō Beach, and the seaward boundary is a straight line connecting the seaward endpoints of the northern and southern boundaries, as shown.","To fish for, injure, kill, possess, or remove any finfish or invertebrate, except prohibited species indicated below. To use bait or other attractants while fishing for permitted marine life.","To injure, kill, possess, or remove any rudderfish (nenue), parrotfish (uhu), or surgeonfish. To injure, kill, possess, or remove any sea urchin. To feed or deliberately introduce any attractant, directly to or in the vicinity of any marine life, except while fishing for permitted marine life.","The department may issue permits to engage in activities otherwise prohibited by law and section 13-60.7-4, in accordance with sections 187A-6 and 190-4, Hawaii Revised Statutes, provided that: (1) The board may impose terms and conditions it deems necessary to carry out the purpose of this chapter, including requiring a report or reports of any marine life taken from the area; (2) The board may revoke any permit for any infraction of the terms and conditions of the permit; (3) A person whose permit was revoked shall not be eligible to apply for another such permit until one year after the date of revocation; and (4) The department may limit permits to purposes of public health, safety, and welfare; for resource management, or as described in section 187A-6, Hawaii Revised Statutes.  ","Any person violating the provisions of this chapter may be punished as provided by sections 187A-12.5, 188-70, or chapter 199D, Hawaii Revised Statutes, and as may be otherwise provided by law.",,1866635.5076365,8564.2798844871
29,Kailua Bay Fisheries Management Area: Zone B,Kailua Bay FMA: Zone B,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#kailua-bay,HAR 13-52,http://dlnr.hawaii.gov/dar/files/2014/05/ch52.pdf,N/A,FMA,Fisheries Management Area,"The Kailua Bay Fisheries Management Area includes that portion of Kailua Bay enclosed by a straight line drawn from Kūkā‘ilimoku Point to the seawall of the Royal Kona Resort. A line from the northern edge of the channel at “Thurston Point” to the corner (“Wīhā Point”) south of Hulihe‘e Palace and north of the former Kona Inn Hotel separates “Zone A” in the northwestern portion of the FMA from the seaward “Zone B”, as shown.","To take any legal size fish in season with not more than two lines, or two rods and lines, and with not more than two hooks each. To take crabs with not more than 10 nets, provided the nets are not more than two feet in diameter. To take shrimp for bait with a hand net, provided that the net is not more than three feet in any dimension. To possess any spear or thrownet while transiting Zone A. Within Zone B only, to use nets of mesh size not less than 3 inches to take fish, or akule net to take akule only, provided that nets shall not be in the water between sunset and sunrise, or remain in the water except during active retrieval or unloading of fish from that net. Within Zone B only, to use spears or thrownets. Commercial Marine licensees with a Bait License may take nehu and iao for bait purposes. Licensed pond owners or operators may take young mullet (pua) or other small fish for stocking their fishpond.","To snag or attempt to snag any fish. To herd, chase or pa‘ipa‘i fish out of Zone A by swimming, diving or from a boat, which results in fish being taken by net. To otherwise fish for or take aquatic life, except as indicated in permitted activities above. To engage or attempt to engage in fish feeding.",N/A,"Any person violating the provisions of this chapter shall be punished as provided by section 188-70, Hawaii Revised Statutes.",,405007.342800886,3257.59747316608
30,Kailua Bay Fisheries Management Area: Zone A,Kailua Bay FMA: Zone A,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#kailua-bay,HAR 13-52,http://dlnr.hawaii.gov/dar/files/2014/05/ch52.pdf,N/A,FMA,Fisheries Management Area,"The Kailua Bay Fisheries Management Area includes that portion of Kailua Bay enclosed by a straight line drawn from Kūkā‘ilimoku Point to the seawall of the Royal Kona Resort. A line from the northern edge of the channel at “Thurston Point” to the corner (“Wīhā Point”) south of Hulihe‘e Palace and north of the former Kona Inn Hotel separates “Zone A” in the northwestern portion of the FMA from the seaward “Zone B”, as shown.","To take any legal size fish in season with not more than two lines, or two rods and lines, and with not more than two hooks each. To take crabs with not more than 10 nets, provided the nets are not more than two feet in diameter. To take shrimp for bait with a hand net, provided that the net is not more than three feet in any dimension. To possess any spear or thrownet while transiting Zone A. Within Zone B only, to use nets of mesh size not less than 3 inches to take fish, or akule net to take akule only, provided that nets shall not be in the water between sunset and sunrise, or remain in the water except during active retrieval or unloading of fish from that net. Within Zone B only, to use spears or thrownets. Commercial Marine licensees with a Bait License may take nehu and iao for bait purposes. Licensed pond owners or operators may take young mullet (pua) or other small fish for stocking their fishpond.","To snag or attempt to snag any fish. To herd, chase or pa‘ipa‘i fish out of Zone A by swimming, diving or from a boat, which results in fish being taken by net. To otherwise fish for or take aquatic life, except as indicated in permitted activities above. To engage or attempt to engage in fish feeding.",N/A,"Any person violating the provisions of this chapter shall be punished as provided by section 188-70, Hawaii Revised Statutes.",,54337.8096766588,1427.80488013907
31,Kaunakakai Harbor Fisheries Management Area: Area 2,Kaunakakai Harbor FMA: Area 2,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-in-maui-county/#kaunakakai-harbor-molokai,HAR 13-56,http://dlnr.hawaii.gov/dar/files/2014/05/ch56.pdf,N/A,FMA,Fisheries Management Area,"Kaunakakai Harbor is located on the southern coast of the island of Molokai. As shown in the map, portions of the commercial harbor designated “Area 1A” and “Area 1B” are separated by a line extending from the Channel Range Lights, and portions of the small craft harbor are designated “Area 2”.","Within Area 1A, fishing with thrownet or pole and line; taking baitfish in season, with a bait license; and fishing with nets a) with a permit from the Board of Land and Natural Resources, b) with clearance from the Department of Transportation, and c) except at night when nets may not be set, nor remain in the water unless to complete unloading fish. Within Area 1B, fishing with thrownet or pole and line. Within Area 2, fishing with pole and line; using hand nets no longer than 3 feet in any dimension to take shrimp or land fish already hooked.","Within Area 1A, using nets except as described above; obstructing passage of vessels. Within Area 1B, using any type of net except thrownet. Within Area 2, using any type of net, except hand nets as described above.","The department may issue permits to engage in activities otherwise prohibited by law or section 13-56- 2 for scientific, propagation, or other purposes as provided by law. The board may revoke any permit for any infraction of the terms and conditions of the permit; and a person whose permit is revoked shall not be eligible to apply for another permit until the expiration of one year from the date of revocation as provided by law.","Any person violating the provisions of this chapter, or the terms and conditions of any permit issued as provided by this chapter, shall be punished as provided by section 188-70, Hawaii Revised Statutes.","Harbor use priority: Nothing in this chapter shall be interpreted as allowing, within any portion of Kaunakakai Harbor activities which may be otherwise prohibited by law or by rules of the department of transportation.",30206.9456243543,1351.7256030202
32,Kaunakakai Harbor Fisheries Management Area: Area 1A,Kaunakakai Harbor FMA: Area 1A,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-in-maui-county/#kaunakakai-harbor-molokai,HAR 13-56,http://dlnr.hawaii.gov/dar/files/2014/05/ch56.pdf,N/A,FMA,Fisheries Management Area,"Kaunakakai Harbor is located on the southern coast of the island of Molokai. As shown in the map, portions of the commercial harbor designated “Area 1A” and “Area 1B” are separated by a line extending from the Channel Range Lights, and portions of the small craft harbor are designated “Area 2”.","Within Area 1A, fishing with thrownet or pole and line; taking baitfish in season, with a bait license; and fishing with nets a) with a permit from the Board of Land and Natural Resources, b) with clearance from the Department of Transportation, and c) except at night when nets may not be set, nor remain in the water unless to complete unloading fish. Within Area 1B, fishing with thrownet or pole and line. Within Area 2, fishing with pole and line; using hand nets no longer than 3 feet in any dimension to take shrimp or land fish already hooked.","Within Area 1A, using nets except as described above; obstructing passage of vessels. Within Area 1B, using any type of net except thrownet. Within Area 2, using any type of net, except hand nets as described above.","The department may issue permits to engage in activities otherwise prohibited by law or section 13-56- 2 for scientific, propagation, or other purposes as provided by law. The board may revoke any permit for any infraction of the terms and conditions of the permit; and a person whose permit is revoked shall not be eligible to apply for another permit until the expiration of one year from the date of revocation as provided by law.","Any person violating the provisions of this chapter, or the terms and conditions of any permit issued as provided by this chapter, shall be punished as provided by section 188-70, Hawaii Revised Statutes.","Harbor use priority: Nothing in this chapter shall be interpreted as allowing, within any portion of Kaunakakai Harbor activities which may be otherwise prohibited by law or by rules of the department of transportation.",59604.1181065635,1595.60760084193
34,Wawāloli Fisheries Management Area,Wawaloli FMA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#kona-coast,HAR 13-58,http://dlnr.hawaii.gov/dar/files/2014/05/ch58.pdf,N/A,FMA,Fisheries Management Area,"The FMA is bounded by two lines extending seaward at right angles from the shore, one line beginning at a sign posted approximately one-half mile south of Wawaloli Beach at the beginning of an unnamed sand beach and the other beginning at a sign posted south of Wawahiwaa Point, and by the following coordinates as provided in the administrative rule: 19° 42.436' N, 156° 02.883' W (North Landward); 19° 41.473' N, 156° 02.301' W (Southern Landward); 19° 42.128' N, 156° 03.424' W (Northern Seaward); 19° 41.155' N, 156° 03.424' W (Southern Seaward). The seaward boundary is at a depth of 100 fathoms (600 feet), and the shoreward boundary follows the mean high water mark. ",To catch fish in the Zones with legal fishing gear for personal consumption.,"To collect any aquarium fish within the Zones. To engage in fish feeding within the Zones, except for ‘ōpelu fishing.","The department may issue permits to engage in activities otherwise prohibited by law or section 13-58-3, for scientific, propagation, or other purposes as provided by law, provided, however: (1) The Board of Land and Natural Resources may revoke any permit for any infraction of the terms and conditions of the permit; and (2) A person whose permit is revoked shall not be eligible to apply for another permit, until the expiration of a specified period from the date of revocation, as provided by law.","Any person violating the provisions of this chapter, or the terms and conditions of any permit issued as provided by this chapter, shall be punished as provided by sections 187A-12.5 and 188-70, Hawaii Revised Statutes, and as may be otherwise provided by law.",,1791538.4155689,7553.22957835421
35,Papawai Bay Fisheries Management Area,Papawai Bay FMA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#kona-coast,HAR 13-58,http://dlnr.hawaii.gov/dar/files/2014/05/ch58.pdf,N/A,FMA,Fisheries Management Area,"The FMA is bounded by two lines extending seaward at right angles from the shore, one line beginning at a sign posted at Keahuolu Point, the other line beginning at a sign posted at the northwestern end of the runway of the Old Kona Airport, and by the following coordinates as provided in the administrative rule: 19° 38.812' N, 156° 01.495' W (Nothern Landward); 19° 38.816' N, 156° 01.065' W (Southern Landward); 19° 38.377' N, 156° 01.973' W (Northern Seaward); 19° 36.084' N, 156° 01.695' W (Southern Seaward). The seaward boundary is at a depth of 100 fathoms (600 feet), and the shoreward boundary follows the mean high water mark. ",To catch fish in the Zones with legal fishing gear for personal consumption.,"To collect any aquarium fish within the Zones. To engage in fish feeding within the Zones, except for ‘ōpelu fishing.","The department may issue permits to engage in activities otherwise prohibited by law or section 13-58-3, for scientific, propagation, or other purposes as provided by law, provided, however: (1) The Board of Land and Natural Resources may revoke any permit for any infraction of the terms and conditions of the permit; and (2) A person whose permit is revoked shall not be eligible to apply for another permit, until the expiration of a specified period from the date of revocation, as provided by law.","Any person violating the provisions of this chapter, or the terms and conditions of any permit issued as provided by this chapter, shall be punished as provided by sections 187A-12.5 and 188-70, Hawaii Revised Statutes, and as may be otherwise provided by law.",,875914.741611094,4624.09000427905
36,Kailua Bay Fisheries Management Area,Kailua Bay FMA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#kona-coast,HAR 13-58,http://dlnr.hawaii.gov/dar/files/2014/05/ch58.pdf,N/A,FMA,Fisheries Management Area,"The FMA is bounded by two lines extending seaward at right angles from the shore, one line beginning at a sign posted at Kukailimoku Point near the Kailua lighthouse, the other line beginning at a sign posted at the former swimming pool fronting the Kona Inn Shopping Village, and by the following coordinates as provided in the administrative rule: 19° 38.226' N, 156° 00.063' W (Northern Landward); 19° 38.217' N, 155° 59.623' W (Southern Landward); 19° 36.745' N, 156° 01.316' W (Northern Seaward); 19° 36.384' N, 156° 01.316' W (Southern Seaward). The seaward boundary is at a depth of 100 fathoms (600 feet), and the shoreward boundary follows the mean high water mark. ",To catch fish in the Zones with legal fishing gear for personal consumption.,"To collect any aquarium fish within the Zones. To engage in fish feeding within the Zones, except for ‘ōpelu fishing.","The department may issue permits to engage in activities otherwise prohibited by law or section 13-58-3, for scientific, propagation, or other purposes as provided by law, provided, however: (1) The Board of Land and Natural Resources may revoke any permit for any infraction of the terms and conditions of the permit; and (2) A person whose permit is revoked shall not be eligible to apply for another permit, until the expiration of a specified period from the date of revocation, as provided by law.","Any person violating the provisions of this chapter, or the terms and conditions of any permit issued as provided by this chapter, shall be punished as provided by sections 187A-12.5 and 188-70, Hawaii Revised Statutes, and as may be otherwise provided by law.",,2351783.43281256,8788.66348130828
37,Mānele Harbor Fisheries Management Area: Area 2,Manele Harbor FMA: Area 2,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-in-maui-county/#manele-harbor-lanai,HAR 13-53,http://dlnr.hawaii.gov/dar/files/2014/05/ch53.pdf,N/A,FMA,Fisheries Management Area,"Mānele Harbor is a small boat harbor on the southern coast of Lāna‘i. Area 1 refers to the shoreline portion of the entrance channel and basin, bounded seaward by a line connecting the seaward tip of the three groins along the shoreline. Area 2 refers to the breakwater portion of the entrance channel. Permitted activities should not be construed as allowing activities within any portion of the harbor which may otherwise be prohibited by laws or rules of the Division of Boating and Ocean Recreation.","To use and possess crab nets, hand nets for shrimp, and landing nets within Areas 1 and 2, provided the net’s frame is no more than 3 feet in diameter (excluding handle). To possess but not use nets on board vessels within Area 2. Commercial fishers with a Bait License may use and possess nets within Areas 1 and 2 to take baitfishes.",To use or possess any type of net within Areas 1 and 2 except as indicated in permitted activities above.,N/A,Any person violating the provisions of this chapter shall be punished as provided by law.,,12867.3943546424,623.103075348351
38,Mānele Harbor Fisheries Management Area: Area 1,Manele Harbor FMA: Area 1,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-in-maui-county/#manele-harbor-lanai,HAR 13-53,http://dlnr.hawaii.gov/dar/files/2014/05/ch53.pdf,N/A,FMA,Fisheries Management Area,"Mānele Harbor is a small boat harbor on the southern coast of Lāna‘i. Area 1 refers to the shoreline portion of the entrance channel and basin, bounded seaward by a line connecting the seaward tip of the three groins along the shoreline. Area 2 refers to the breakwater portion of the entrance channel. Permitted activities should not be construed as allowing activities within any portion of the harbor which may otherwise be prohibited by laws or rules of the Division of Boating and Ocean Recreation.","To use and possess crab nets, hand nets for shrimp, and landing nets within Areas 1 and 2, provided the net’s frame is no more than 3 feet in diameter (excluding handle). To possess but not use nets on board vessels within Area 2. Commercial fishers with a Bait License may use and possess nets within Areas 1 and 2 to take baitfishes.",To use or possess any type of net within Areas 1 and 2 except as indicated in permitted activities above.,N/A,Any person violating the provisions of this chapter shall be punished as provided by law.,,2795.87277288074,357.669079559008
39,Keauhou Bay Fisheries Management Area: Thrownetting Zone,Keauhou Bay FMA: Thrownetting Zone,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#keauhou-bay,HAR 13-57,http://dlnr.hawaii.gov/dar/files/2014/05/ch57.pdf,N/A,FMA,Fisheries Management Area,The Keauhou Bay Fisheries Management Area is that portion of the bay bounded by a straight line drawn from Haiku‘ua Point to Kaukala‘ela‘e Point.,"To take any legal size fish in season with not more than two lines at the same time. To use hand nets not exceeding three feet in any dimension to take shrimp for bait purposes only, or to land fish already hooked. To use thrownets in the zone bounded by a straight line from “Doc Hill” to the north end stairs in the wall fronting the volleyball court, as shown in the map above.","To snag or attempt to snag any fish. To use or possess nets, except as indicated in permitted activities above. To herd or chase any fish out of the area by swimming, diving or using a boat. To engage or attempt to engage in fish feeding.","The department may issue special activity permits to engage in activities otherwise prohibited by law or section 13- 57-2, for scientific, propagation, or other purposes as provided by section 187A-6, Hawaii Revised Statutes, provided, however: (1) The board may revoke any permit for any infraction of the terms and conditions of the permit; and (2) A person whose permit is revoked shall not be eligible to apply for another permit until the expiration of one year from the date of revocation.","Any person violating the provisions of this chapter, or the terms and conditions of any permit issued as provided by this chapter, shall be punished as provided by section 188- 70, Hawaii Revised Statutes.",,2011.10468588497,365.77528093285
40,Kahului Harbor Fisheries Management Area,Kahului Harbor FMA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-in-maui-county/#kahului-harbor-maui,HAR 13-51,http://dlnr.hawaii.gov/dar/files/2014/05/ch51.pdf,N/A,FMA,Fisheries Management Area,Kahului Harbor is the primary port on the northern coast of Maui. The Fisheries Management Area is bounded seaward by a line between the seaward edges of the breakwaters. Permitted activities shall not be construed as allowing activities within any portion of the harbor which may otherwise be prohibited by laws or rules of the Department of Transportation.,"To use a bait net to take nehu and other baitfish, with a license. To use a net, except lay net, to take akule with a valid commercial marine license. To use a landing net to secure hooked marine life. To use a push or hand net while on shore to take shrimp or other marine life, provided the net, including handle, is no more than three feet in any dimension. To use up to ten crab nets not more than two feet in diameter to take crabs. To use a net to take mullet less than three inches fork length for stocking an aquaculture facility, with a license.","To use any net, except as indicated in permitted activities above. To take or possesss a total of more than 50 marine life per person per day, except baitfish or akule with the proper license. To snag any marine life. To use more than two poles with one line and up to two hooks per pole, each hook having only one point.","The department may issue permits to engage in activities prohibited by this section for scientific, propagation, or other purposes, in accordance with section 187A-6, Hawaii Revised Statutes, and as may be otherwise authorized by law, provided that: (1) The department may impose terms and conditions it deems necessary to conserve and manage the marine life in the area; (2) The board may revoke any permit and assess a fine or other penalty for any infraction of the terms and conditions of the permit; and (3) A person whose permit was revoked shall not be eligible to apply for another permit for up to one year after the date of revocation.","Unless specifically provided, any person violating the provisions of this chapter may be punished as provided by sections 187A-12.5, 188-70, or chapter 199D, Hawaii Revised Statutes, and as may be otherwise provided by law.","Fisher check station requirements: The department is collecting catch per unit effort information through reporting by all those who voluntarily enter the Kahului Harbor Fisheries Management Area for fishing or fishing-related activities. (a) To achieve this purpose, all individuals and groups entering the area to take marine life shall sign their names on a departmental form located at a designated fisher check station in the Kahului Harbor Fisheries Management Area. Designated fisher check stations are located near the boat launch ramp at the northwestern end of the harbor and near Pier 2 at the southeastern end of the harbor. (b) When departing the area or at the end of the bout of fishing activity, all individuals and groups should sign out at the same designated fisher check station at which they signed in. All individuals and groups signing out shall also fill out a departmental report form regarding their fishing activity during the fishing trip, including all marine life taken from the area. The fishing reports shall be confidential and used to monitor and manage fishing activity in the area. Groups may submit one fishing report that details the fishing activity of all members of the group, but each individual member may be responsible for the accuracy of the report as to that individual. (c) Failure to perform the reporting requirements in the above subsections may result in the assessment of administrative penalties pursuant to chapter 199D, Hawaii Revised Statutes, section 187A-12.5, Hawaii Revised Statutes, or any regulations promulgated in accord with these statutes. Criminal penalties will not be assessed for a violation under this section, but shall remain otherwise severable.",898148.358312528,4998.21931652331
41,Hanamā‘ulu Bay and Ahukini Recreational Pier Fisheries Management Area,Hanamaulu Bay & Ahukini Recreational Pier FMA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-kauai/#hanamaulu-bay-and-ahukini-recreational-pier,HAR 13-49,http://dlnr.hawaii.gov/dar/files/2014/05/ch49.pdf,N/A,FMA,Fisheries Management Area,"The regulated region of the Hanamā‘ulu Bay Fisheries Management Area is that portion of the bay, from the highwater mark seaward, bounded by a straight line from the tip of the breakwater westward to point “A” as shown. The Ahukini recreational pier is a public fishing pier, and a facility of the Division of State Parks. Rules of the State Park system also apply to use of the facility.",N/A,"To swim. To use any draw, drag, seine, or other type of net except thrownet and crab net. To use any thrownet or spear within 50 yards of the Ahukini recreational pier, or from the adjoining pier frame. To snag any fish or possess any thrownet while on the Ahukini recreational pier. To take or possess more than 75 akule per person per day. To take or possess more than 5 mullet per person per day.",N/A,"A person violating the provisions of this chapter shall be guilty of a petty misdemeanor, subject to administrative penalties, and punished as provided by law.",,356258.472337286,2516.05072431368
